model,year,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,seating_capacity,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,annual_sales_units,customer_rating,warranty_years,range_efficiency,price_per_range_mile,power_to_weight,torque_to_weight,battery_to_weight,vehicle_age,drive_type_FWD,drive_type_RWD,body_type_Hatchback,body_type_SUV,body_type_Sedan,body_type_Truck,body_type_Van,country_of_origin_Germany,country_of_origin_Japan,country_of_origin_South Korea,country_of_origin_Sweden,country_of_origin_US,market_segment_Luxury,market_segment_Mid-range,market_segment_Premium,brand_BMW,brand_BYD,brand_Fisker,brand_Ford,brand_GM/Chevrolet,brand_Honda,brand_Hyundai,brand_Kia,brand_Lucid,brand_Mercedes,brand_NIO,brand_Polestar,brand_Porsche,brand_Rivian,brand_Tesla,brand_Toyota,brand_Volkswagen,brand_Volvo,brand_Xiaomi,variant_Long Range,variant_Performance,variant_Premium,variant_Standard
ID. Buzz,2023,99863.63,66.5,227.0,113.9,7.86,134.0,1000.0,879.0,7,63.8,2583.0,5,0,237739,3.79,4,3.4135338345864663,439.9278854625551,0.38714672861014326,0.3403019744483159,0.025745257452574527,3,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Model 3,2022,84609.91,107.2,365.0,286.9,5.82,165.0,593.0,574.0,5,59.3,2001.0,4,2,171529,4.12,6,3.404850746268657,231.80797260273974,0.296351824087956,0.2868565717141429,0.05357321339330335,4,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Sportage EV,2025,81244.23,54.9,181.0,55.0,6.43,149.0,972.0,869.0,5,54.1,2277.0,5,2,70466,3.28,5,3.2969034608378873,448.8631491712707,0.4268774703557312,0.38164251207729466,0.024110671936758893,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
EQC,2024,167460.91,69.9,243.0,76.8,5.18,175.0,1000.0,943.0,7,39.8,1500.0,4,1,50533,3.71,5,3.4763948497854074,689.1395473251029,0.6666666666666666,0.6286666666666667,0.0466,2,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Equinox EV,2023,33127.16,87.4,303.0,69.7,5.64,160.0,228.0,275.0,5,39.5,2025.0,4,0,19880,3.66,5,3.466819221967963,109.33056105610562,0.11259259259259259,0.13580246913580246,0.043160493827160494,3,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Explorer EV,2023,66131.67,96.5,322.0,171.9,2.66,200.0,729.0,712.0,5,51.8,2343.0,5,0,34351,3.53,4,3.3367875647668392,205.37785714285712,0.3111395646606914,0.3038839095177123,0.041186513017498934,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
i7,2024,58695.0,50.0,177.0,105.7,6.25,155.0,314.0,298.0,5,21.0,1677.0,4,2,59887,3.39,6,3.54,331.6101694915254,0.1872391174716756,0.17769827072152652,0.02981514609421586,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Silverado EV,2025,46867.37,59.3,232.0,69.2,7.47,135.0,501.0,394.0,7,37.1,1579.0,5,0,24354,3.3,3,3.912310286677909,202.01452586206898,0.31728942368587715,0.24952501583280556,0.037555414819506014,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
EQS,2024,183949.91,87.0,328.0,226.2,3.1,200.0,1000.0,941.0,5,15.9,1676.0,5,2,78765,4.06,6,3.7701149425287355,560.8228963414634,0.5966587112171837,0.5614558472553699,0.05190930787589499,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Max,2025,26705.48,85.3,273.0,118.5,5.64,169.0,280.0,247.0,7,51.9,2625.0,4,1,188547,3.41,3,3.200468933177022,97.82227106227106,0.10666666666666667,0.09409523809523809,0.03249523809523809,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Ioniq 5,2024,37623.67,63.5,214.0,107.8,5.74,165.0,344.0,327.0,5,75.8,1500.0,4,0,76324,3.31,4,3.37007874015748,175.81154205607476,0.22933333333333333,0.218,0.042333333333333334,2,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Dolphin,2025,98821.6,98.4,363.0,218.3,3.74,189.0,1000.0,930.0,7,21.5,1500.0,4,1,172137,3.93,4,3.6890243902439024,272.23581267217634,0.6666666666666666,0.62,0.0656,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Macan Electric,2025,186969.89,80.5,291.0,313.1,7.79,132.0,1000.0,936.0,5,18.4,1894.0,5,1,29154,4.28,8,3.6149068322981366,642.5082130584193,0.5279831045406547,0.4941921858500528,0.0425026399155227,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
EL8,2024,68322.21,64.5,203.0,121.2,7.2,143.0,526.0,465.0,5,32.5,1745.0,5,0,2458,3.46,4,3.147286821705426,336.56261083743846,0.301432664756447,0.2664756446991404,0.03696275071633238,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Model Y,2024,91805.32,52.7,197.0,346.1,6.04,156.0,668.0,649.0,7,23.6,1500.0,4,2,462587,3.48,5,3.738140417457305,466.0168527918782,0.44533333333333336,0.43266666666666664,0.035133333333333336,2,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Bolt EV,2024,34244.16,59.5,214.0,98.8,5.67,163.0,288.0,251.0,7,45.1,1772.0,5,0,29653,3.5,4,3.596638655462185,160.01943925233647,0.16252821670428894,0.14164785553047404,0.03357787810383747,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
R3,2026,113739.43,106.9,358.0,185.6,3.03,200.0,1000.0,935.0,5,36.5,1500.0,4,1,22439,3.75,6,3.3489242282507012,317.70790502793295,0.6666666666666666,0.6233333333333333,0.07126666666666667,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Cybertruck,2025,98006.33,50.5,177.0,336.0,7.58,138.0,719.0,587.0,7,67.6,2276.0,4,3,113383,3.75,4,3.504950495049505,553.7080790960453,0.31590509666080846,0.257908611599297,0.02218804920913884,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
EV9,2024,67166.43,71.5,240.0,70.8,7.01,135.0,723.0,642.0,5,61.2,1821.0,4,2,69022,3.56,5,3.3566433566433567,279.860125,0.3970345963756178,0.3525535420098847,0.03926414058209775,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
R1S,2024,73774.27,67.4,263.0,131.8,6.54,148.0,325.0,272.0,7,70.8,2508.0,5,1,22100,3.49,4,3.902077151335311,280.51053231939164,0.129585326953748,0.10845295055821372,0.026874003189792665,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Model Y,2024,98420.53,75.3,267.0,260.0,5.57,165.0,739.0,720.0,5,30.6,1628.0,5,3,459091,3.73,6,3.545816733067729,368.6162172284644,0.45393120393120395,0.44226044226044225,0.04625307125307125,2,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Silverado EV,2024,42545.39,40.0,150.0,115.3,5.39,171.0,460.0,408.0,7,21.0,1830.0,3,1,11545,3.42,4,3.75,283.63593333333336,0.25136612021857924,0.22295081967213115,0.02185792349726776,2,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Leaf 50X,2023,25921.47,101.8,344.0,196.5,4.43,188.0,215.0,200.0,5,74.6,2544.0,5,0,110847,3.94,4,3.3791748526522594,75.35311046511629,0.0845125786163522,0.07861635220125786,0.04001572327044025,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
R1S,2024,86119.94,52.4,172.0,92.5,5.38,170.0,1000.0,929.0,7,69.0,1514.0,4,1,1755,3.19,4,3.282442748091603,500.6973255813954,0.6605019815059445,0.6136063408190224,0.034610303830911494,2,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Ronin,2024,77587.25,78.3,296.0,183.2,3.66,198.0,605.0,533.0,7,34.4,1691.0,4,1,24352,3.46,5,3.7803320561941254,262.1190878378378,0.3577764636309876,0.3151981076286221,0.04630396215257244,2,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
bZ4X,2026,89238.61,105.2,336.0,114.0,4.89,178.0,1000.0,879.0,5,36.0,1734.0,5,0,3195,3.98,5,3.1939163498098857,265.5911011904762,0.5767012687427913,0.5069204152249135,0.06066897347174164,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
Ioniq 6,2023,53342.39,42.5,150.0,111.1,5.32,179.0,558.0,506.0,5,15.5,1500.0,4,0,142003,3.16,4,3.5294117647058822,355.6159333333333,0.372,0.3373333333333333,0.028333333333333332,3,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
EQS,2026,108752.82,76.2,250.0,137.0,6.68,144.0,577.0,547.0,5,49.0,1922.0,4,2,65854,3.7,6,3.2808398950131235,435.01128000000006,0.30020811654526536,0.2845993756503642,0.03964620187304891,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
GLE EV,2022,94570.88,72.7,257.0,91.1,5.86,162.0,421.0,339.0,7,78.9,2664.0,5,2,59270,3.75,5,3.5350756533700136,367.9800778210117,0.15803303303303304,0.12725225225225226,0.02728978978978979,4,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Dolphin,2025,52113.75,54.9,221.0,140.9,6.37,148.0,558.0,507.0,5,19.8,1539.0,4,2,186712,3.38,5,4.025500910746812,235.80882352941177,0.36257309941520466,0.32943469785575047,0.03567251461988304,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EQC,2025,91108.2,66.3,223.0,90.2,6.24,157.0,447.0,344.0,5,71.3,1793.0,5,1,58124,3.6,6,3.363499245852187,408.5569506726457,0.24930284439486894,0.19185722253206916,0.0369771332961517,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Cybertruck,2024,49738.35,47.0,150.0,329.8,5.85,165.0,378.0,292.0,7,57.9,2606.0,5,3,179970,3.63,5,3.1914893617021276,331.589,0.14504988488104376,0.11204911742133537,0.018035303146584806,2,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
EV9,2023,33510.99,40.1,152.0,144.8,7.1,135.0,241.0,214.0,7,37.1,2106.0,4,2,137108,3.43,4,3.790523690773067,220.4670394736842,0.1144349477682811,0.10161443494776828,0.019040835707502375,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Seagull,2023,84139.98,72.3,261.0,103.4,7.53,130.0,963.0,882.0,7,67.7,2278.0,5,0,236926,3.41,3,3.6099585062240664,322.37540229885053,0.422739244951712,0.3871817383669886,0.03173836698858648,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Model 3,2025,137916.62,66.0,216.0,328.7,6.4,158.0,1000.0,906.0,7,40.2,2111.0,5,2,132643,3.73,5,3.272727272727273,638.5028703703704,0.4737091425864519,0.4291804831833254,0.031264803410705824,1,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Model 3,2024,148635.93,103.2,360.0,322.9,5.61,165.0,1000.0,910.0,7,74.3,1690.0,3,2,108335,3.96,4,3.488372093023256,412.8775833333333,0.591715976331361,0.5384615384615384,0.061065088757396455,2,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Bolt EUV,2025,62330.93,108.0,376.0,168.5,2.88,200.0,803.0,695.0,7,75.2,2393.0,4,1,27154,3.92,5,3.4814814814814814,165.77375,0.3355620559966569,0.2904304220643544,0.04513163393230255,1,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Qin,2025,29108.23,44.5,170.0,86.4,5.48,165.0,319.0,224.0,7,15.2,1780.0,5,0,179440,3.4,4,3.8202247191011236,171.22488235294117,0.17921348314606741,0.1258426966292135,0.025,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
